year,artist,title,album_length,tracks,subgenre,style
2010,Cradle of Filth,"Darkly, Darkly, Venus Aversa",86.77,15,metal,Black Metal
1994,Cranes,Loved,43.08,11,indie,Alternative Rock
1994,Cranes,Loved,43.08,11,indie,Indie Rock
2009,Crash Kings,Crash Kings,36.32,10,indie,Alternative Rock
1979,Crass,Stations of the Crass,62.99,37,punk,Punk
1981,Crass,Penis Envy,34.83,10,punk,Punk
2002,Craw,Bodies for Strontium 90,32.75,9,punk,Post-Hardcore
2009,Crazy Arm,Born To Ruin,49.08,11,punk,Punk
2009,Crazy Arm,Born To Ruin,49.08,11,roots,Country Rock
2009,Crazy Arm,Born To Ruin,49.08,11,roots,Folk Rock
1999,Crazy Town,The Gift Of Game,48.62,16,metal,Nu Metal
2002,Crazy Town,Darkhorse,47.73,15,metal,Nu Metal
1966,Cream,Fresh Cream,40.69,10,classic,Psychedelic Rock
1966,Cream,Fresh Cream,40.69,10,roots,Blues Rock
1967,Cream,Disraeli Gears,33.1,11,classic,Psychedelic Rock
1967,Cream,Disraeli Gears,33.1,11,roots,Blues Rock
1968,Cream,Wheels Of Fire,80.4,15,classic,Classic Rock
1968,Cream,Wheels Of Fire,80.4,15,classic,Psychedelic Rock
1968,Cream,Wheels Of Fire,80.4,15,roots,Blues Rock
1969,Cream,Goodbye,30.43,6,classic,Psychedelic Rock
1969,Cream,Goodbye,30.43,6,metal,Hard Rock
1969,Cream,Goodbye,30.43,6,roots,Blues Rock
1970,Cream,Live Cream,41.57,5,classic,Psychedelic Rock
1970,Cream,Live Cream,41.57,5,metal,Hard Rock
1970,Cream,Live Cream,41.57,5,roots,Blues Rock
2003,Cream,BBC Sessions,68.42,26,classic,Classic Rock
2003,Cream,BBC Sessions,68.42,26,classic,Psychedelic Rock
2003,Cream,BBC Sessions,68.42,26,roots,Blues Rock
1997,Creed,My Own Prison,49.05,10,indie,Alternative Rock
1999,Creed,Human Clay,56.38,11,indie,Alternative Rock
2001,Creed,Weathered,47.02,11,indie,Alternative Rock
2001,Creed,Weathered,47.02,11,metal,Hard Rock
2009,Creed,Full Circle,50.75,12,indie,Alternative Rock
2009,Creed,Full Circle,50.75,12,metal,Hard Rock
1968,Creedence Clearwater Revival,Creedence Clearwater Revival,32.92,8,classic,Classic Rock
1968,Creedence Clearwater Revival,Creedence Clearwater Revival,32.92,8,classic,Psychedelic Rock
1968,Creedence Clearwater Revival,Creedence Clearwater Revival,32.92,8,roots,Rock & Roll
1968,Creedence Clearwater Revival,Creedence Clearwater Revival,32.92,8,roots,Southern Rock
1969,Creedence Clearwater Revival,Bayou Country,33.72,7,metal,Hard Rock
1969,Creedence Clearwater Revival,Bayou Country,33.72,7,roots,Blues Rock
1969,Creedence Clearwater Revival,Bayou Country,33.72,7,roots,Folk Rock
1969,Creedence Clearwater Revival,Green River,28.78,9,roots,Country Rock
1969,Creedence Clearwater Revival,Green River,28.78,9,roots,Folk Rock
1969,Creedence Clearwater Revival,Willy and the Poor Boys,34.52,10,roots,Blues Rock
1969,Creedence Clearwater Revival,Willy and the Poor Boys,34.52,10,roots,Rock & Roll
1970,Creedence Clearwater Revival,Cosmo's Factory,42.47,11,classic,Classic Rock
1970,Creedence Clearwater Revival,Cosmo's Factory,42.47,11,roots,Blues Rock
1970,Creedence Clearwater Revival,Cosmo's Factory,42.47,11,roots,Rock & Roll
1970,Creedence Clearwater Revival,Cosmo's Factory,42.47,11,roots,Southern Rock
1970,Creedence Clearwater Revival,Pendulum,40.93,10,indie,Pop Rock
1970,Creedence Clearwater Revival,Pendulum,40.93,10,roots,Country Rock
1970,Creedence Clearwater Revival,Pendulum,40.93,10,roots,Rock & Roll
1972,Creedence Clearwater Revival,Mardi Gras,28.17,10,roots,Country Rock
1972,Creedence Clearwater Revival,Mardi Gras,28.17,10,roots,Folk Rock
1992,Creeper,Creeper,46.48,10,metal,Thrash
2006,Crime In Stereo,The Troubled Stateside,36.23,12,punk,Punk
2007,Crime In Stereo,Crime In Stereo Is Dead,37.56,11,punk,Hardcore
2008,Crime In Stereo,Selective Wreckage,23.17,10,punk,Punk
2010,Crime In Stereo,I Was Trying to Describe You to Someone,40.06,11,indie,Alternative Rock
1988,Crimson Glory,Transcendence ,50.4,10,metal,Heavy Metal
1991,Crimson Glory,Strange And Beautiful,58.82,11,classic,Prog Rock
1991,Crimson Glory,Strange And Beautiful,58.82,11,metal,Hard Rock
1999,Crimson Glory,Astronomica,69.73,12,metal,Heavy Metal
2005,Crimson Massacre,The Luster of Pandemonium,52.92,9,metal,Death Metal
2007,Crippled Black Phoenix,A Love of Shared Disasters,76.52,12,indie,Post Rock
2010,Crippled Black Phoenix,"I, Vigilante",48.53,5,indie,Alternative Rock
1986,Cro-Mags,The Age of Quarrel,31.85,15,punk,Hardcore
1989,Cro-Mags,Best Wishes,33.0,8,metal,Heavy Metal
1989,Cro-Mags,Best Wishes,33.0,8,metal,Thrash
1989,Cro-Mags,Best Wishes,33.0,8,punk,Hardcore
1992,Cro-Mags,Alpha Omega,47.26,8,metal,Heavy Metal
1992,Cro-Mags,Alpha Omega,47.26,8,metal,Thrash
1992,Cro-Mags,Alpha Omega,47.26,8,punk,Hardcore
1993,Cro-Mags,Near Death Experience,34.48,8,metal,Heavy Metal
1993,Cro-Mags,Near Death Experience,34.48,8,punk,Hardcore
2000,Cro-Mags,Revenge,42.63,14,punk,Hardcore
2000,Cro-Mags,Revenge,42.63,14,punk,Punk
2009,Crocodiles,Summer Of Hate,34.05,9,indie,Indie Rock
2010,Crocodiles,Sleep Forever,35.25,8,classic,Psychedelic Rock
2010,Crocodiles,Sleep Forever,35.25,8,indie,Indie Rock
1971,"Crosby, Stills, Nash and Young",4 Way Street,76.43,17,roots,Folk Rock
1988,"Crosby, Stills, Nash and Young",American Dream,57.52,14,classic,Classic Rock
1988,"Crosby, Stills, Nash and Young",American Dream,57.52,14,roots,Folk Rock
2000,Cross My Heart,Temporary Contemporary,33.58,9,indie,Alternative Rock
2000,Cross My Heart,Temporary Contemporary,33.58,9,indie,Emo
2001,Crossbreed,Synthetic Division,46.17,12,metal,Heavy Metal
2004,Crotchduster,Big Fat Box of Shit,41.98,9,metal,Heavy Metal
1993,Crowbar,Crowbar,35.92,10,metal,Doom Metal
1993,Crowbar,Crowbar,35.92,10,metal,Heavy Metal
1993,Crowbar,Crowbar,35.92,10,punk,Hardcore
1998,Crowbar,Odd Fellows Rest,54.18,12,metal,Doom Metal
1998,Crowbar,Odd Fellows Rest,54.18,12,metal,Heavy Metal
1998,Crowbar,Odd Fellows Rest,54.18,12,punk,Hardcore
1983,Crucifix,Dehumanization,23.13,16,punk,Hardcore
1983,Crucifix,Dehumanization,23.13,16,punk,Punk
2008,Cruel Hand,Prying Eyes,23.28,12,punk,Hardcore
2010,Cruel Hand,Lock and Key,21.05,10,punk,Hardcore
1986,Crumbsuckers,Life of Dreams,32.7,16,metal,Thrash
1986,Crumbsuckers,Life of Dreams,32.7,16,punk,Hardcore
1988,Crumbsuckers,Beast on My Back,34.45,9,metal,Thrash
1988,Crumbsuckers,Beast on My Back,34.45,9,punk,Hardcore
2003,Crush 40,Crush 40,43.77,12,metal,Hard Rock
1986,Cryptic Slaughter,Convicted,30.62,14,metal,Thrash
1986,Cryptic Slaughter,Convicted,30.62,14,punk,Hardcore
1987,Cryptic Slaughter,Money Talks,33.63,12,metal,Thrash
1987,Cryptic Slaughter,Money Talks,33.63,12,punk,Hardcore
1988,Cryptic Slaughter,Stream of Consciousness,28.5,11,metal,Thrash
1988,Cryptic Slaughter,Stream of Consciousness,28.5,11,punk,Hardcore
2009,Crystal Antlers,Tentacles,40.15,13,indie,Indie Rock
2008,Crystal Stilts,Alight of Night,37.08,11,indie,Indie Rock
2002,Curl Up and Die,Unfortunately We're Not Robots,35.78,15,punk,Hardcore
2009,Current 93,Aleph At Hallucinatory Mountain,53.68,8,classic,Psychedelic Rock
1997,Cursive,Such Blinding Stars For Starving Eyes,42.07,11,indie,Emo
1997,Cursive,Such Blinding Stars For Starving Eyes,42.07,11,indie,Indie Rock
2000,Cursive,Domestica,32.23,9,indie,Emo
2000,Cursive,Domestica,32.23,9,indie,Indie Rock
2003,Cursive,The Ugly Organ,40.24,12,classic,Art Rock
2003,Cursive,The Ugly Organ,40.24,12,indie,Indie Rock
2006,Cursive,Happy Hollow,45.6,14,indie,Emo
2006,Cursive,Happy Hollow,45.6,14,indie,Indie Rock
2006,Cursive,Happy Hollow,45.6,14,roots,Folk Rock
2009,Cursive,"Mama, I'm Swollen",40.82,10,indie,Indie Rock
1993,Curve,Cuckoo,45.77,10,indie,Indie Rock
1998,Curve,Come Clean,57.25,13,indie,Indie Rock
2002,Curve,Gift,46.38,10,indie,Alternative Rock
1971,Curved Air,Second Album,42.22,8,classic,Classic Rock
1971,Curved Air,Second Album,42.22,8,classic,Prog Rock
1972,Curved Air,Phantasmagoria,39.1,9,classic,Prog Rock
1973,Curved Air,Air Cut,39.75,8,classic,Classic Rock
1973,Curved Air,Air Cut,39.75,8,classic,Prog Rock
1973,Curved Air,Air Cut,39.75,8,roots,Folk Rock
2008,Cute Is What We Aim For,Rotation,38.98,12,indie,Emo
2008,Cute Is What We Aim For,Rotation,38.98,12,indie,Indie Rock
2008,Cute Is What We Aim For,Rotation,38.98,12,indie,Pop Rock
2008,Cute Is What We Aim For,Rotation,38.98,12,punk,Punk
2007,Cutting Pink With Knives,Populuxxe,24.53,17,classic,Art Rock
2005,Cyanotic,Transhuman,52.9,12,metal,Heavy Metal
2007,Cyanotic,Transhuman 2.0,127.4,28,metal,Heavy Metal
2010,Cyanotic,The Medication Generation,60.93,14,metal,Heavy Metal
1991,Cyclone Temple,I Hate Therefore I Am,51.85,9,metal,Thrash
2009,Cymbals Eat Guitars,Why There Are Mountains,44.7,10,indie,Alternative Rock
2009,Cymbals Eat Guitars,Why There Are Mountains,44.7,10,indie,Indie Rock
1983,Cyndi Lauper,She's So Unusual,38.0,10,indie,Pop Rock
1986,Cyndi Lauper,True Colors,37.9,10,indie,Pop Rock
1993,Cynic,Focus,36.13,8,metal,Death Metal
1993,Cynic,Focus,36.13,8,metal,Progressive Metal
2008,Cynic,Traced in Air,34.3,8,metal,Progressive Metal
2001,Cypress Hill,Stoned Raiders,58.33,14,metal,Nu Metal
2007,DARTZ!,This Is My Ship,44.97,13,indie,Indie Rock
2006,DJ Shadow,The Outsider,70.98,18,indie,Alternative Rock
1988,DOOM,War Crimes (Inhuman Beings),38.0,23,punk,Hardcore
1988,DOOM,War Crimes (Inhuman Beings),38.0,23,punk,Punk
1986,Dag Nasty,Can I Say,39.72,10,punk,Hardcore
1986,Dag Nasty,Can I Say,39.72,10,punk,Punk
1988,Dag Nasty,Field Day,34.72,14,punk,Hardcore
1992,Dag Nasty,Four On The Floor,28.35,10,punk,Hardcore
1992,Dag Nasty,Four On The Floor,28.35,10,punk,Punk
2002,Dag Nasty,Minority Of One,35.2,12,punk,Punk
2009,Dagon,Terraphobic,52.73,11,metal,Thrash
1992,Daisy Chainsaw,Eleventeen,40.85,12,indie,Indie Rock
1992,Daisy Chainsaw,Eleventeen,40.85,12,punk,Punk
2004,Damageplan,New Found Power,61.67,14,metal,Hard Rock
2004,Damageplan,New Found Power,61.67,14,metal,Heavy Metal
2004,Damageplan,New Found Power,61.67,14,metal,Thrash
2004,Damageplan,New Found Power,61.67,14,punk,Grunge
1999,Damien Jurado,Rehearsals for Departure,36.73,10,indie,Alternative Rock
1999,Damien Jurado,Rehearsals for Departure,36.73,10,roots,Folk Rock
2008,Damien Jurado,Caught In the Trees,44.62,13,roots,Country Rock
2008,Damien Jurado,Caught In the Trees,44.62,13,roots,Folk Rock
2010,Damien Jurado,Saint Bartlett,36.47,12,indie,Indie Rock
2006,Damiera,M(US)IC,32.25,10,indie,Alternative Rock
1990,Damn Yankees,Damn Yankees,45.37,10,metal,Hard Rock
1993,Damn the Machine,Damn the Machine,45.8,12,metal,Heavy Metal
1993,Damn the Machine,Damn the Machine,45.8,12,metal,Progressive Metal
1993,Damn the Machine,Damn the Machine,45.8,12,metal,Speed Metal
1993,Damn the Machine,Damn the Machine,45.8,12,metal,Thrash
1995,Damnation A.D.,No More Dreams of Happy Endings,56.2,11,metal,Heavy Metal
1995,Damnation A.D.,No More Dreams of Happy Endings,56.2,11,punk,Hardcore
1998,Damnation A.D.,Kingdom of Lost Souls,46.75,10,punk,Hardcore
2009,Dan Auerbach,Keep it Hid,50.72,14,indie,Alternative Rock
2009,Dan Auerbach,Keep it Hid,50.72,14,punk,Garage Rock
2009,Dan Auerbach,Keep it Hid,50.72,14,roots,Blues Rock
2008,Dance Club Massacre,Circle of Death,60.68,11,metal,Black Metal
2007,Dance Gavin Dance,Downtown Battle Mountain,40.15,11,punk,Post-Hardcore
2008,Dance Gavin Dance,Dance Gavin Dance,52.2,13,punk,Post-Hardcore
2009,Dance Gavin Dance,Happiness,37.0,10,punk,Post-Hardcore
1989,Danger Danger,Danger Danger,49.68,11,metal,Hard Rock
1989,Dangerous Toys,Dangerous Toys,39.02,11,metal,Hard Rock
2006,Dangers,Anger,23.2,14,metal,Hard Rock
2006,Dangers,Anger,23.2,14,punk,Hardcore
2006,Dangers,Anger,23.2,14,punk,Punk
2010,Dangers,"Messy, Isn't It?",72.17,38,punk,Hardcore
2010,Dangers,"Messy, Isn't It?",72.17,38,punk,Punk
2002,Daniel Bedingfield,Gotta Get Thru This,49.23,13,indie,Pop Rock
2005,Daniel Striped Tiger,Condition,33.7,11,indie,Emo
2005,Daniel Striped Tiger,Condition,33.7,11,punk,Post-Hardcore
2007,Daniel Striped Tiger,Capital Cities,25.33,7,indie,Emo
2007,Daniel Striped Tiger,Capital Cities,25.33,7,indie,Indie Rock
2007,Daniel Striped Tiger,Capital Cities,25.33,7,punk,Punk
2006,Danielson,Ships,42.17,11,indie,Indie Rock
2006,Danielson,Ships,42.17,11,roots,Folk Rock
1988,Danzig,Danzig,40.95,10,metal,Hard Rock
1988,Danzig,Danzig,40.95,10,metal,Heavy Metal
1988,Danzig,Danzig,40.95,10,roots,Blues Rock
1992,Danzig,Danzig III: How The Gods Kill,49.22,10,metal,Heavy Metal
1992,Danzig,Danzig III: How The Gods Kill,49.22,10,roots,Blues Rock
1996,Danzig,Danzig 5: Blackacidevil,45.18,10,metal,Heavy Metal
2004,Danzig,Circle of Snakes,42.33,11,metal,Heavy Metal
2010,Danzig,Deth Red Sabaoth,41.52,10,metal,Heavy Metal
2005,Daphne Loves Derby,On the Strength of All Convinced,44.25,12,indie,Alternative Rock
2005,Daphne Loves Derby,On the Strength of All Convinced,44.25,12,indie,Indie Rock
2005,Daphne Loves Derby,On the Strength of All Convinced,44.25,12,indie,Pop Rock
2007,Daphne Loves Derby,"Good Night, Witness Light",39.57,13,indie,Alternative Rock
2007,Daphne Loves Derby,"Good Night, Witness Light",39.57,13,indie,Indie Rock
2007,Daphne Loves Derby,"Good Night, Witness Light",39.57,13,indie,Pop Rock
1985,Dark Angel,We Have Arrived,33.55,7,metal,Thrash
1986,Dark Angel,Darkness Descends,35.12,7,metal,Thrash
1989,Dark Angel,Leave Scars,49.82,9,metal,Speed Metal
1989,Dark Angel,Leave Scars,49.82,9,metal,Thrash
1991,Dark Angel,Time Does Not Heal,67.08,9,metal,Speed Metal
1991,Dark Angel,Time Does Not Heal,67.08,9,metal,Thrash
2009,Dark Castle,Spirited Migration,37.12,8,metal,Doom Metal
2005,Dark New Day,Twelve Year Silence,45.38,11,punk,Grunge
2000,Darkest Hour,The Mark of the Judas,41.15,9,metal,Death Metal
2000,Darkest Hour,The Mark of the Judas,41.15,9,punk,Hardcore
2001,Darkest Hour,"So Sedated, so Secure",54.37,8,metal,Death Metal
2001,Darkest Hour,"So Sedated, so Secure",54.37,8,metal,Metalcore
2001,Darkest Hour,"So Sedated, so Secure",54.37,8,punk,Hardcore
2003,Darkest Hour,Hidden Hands of a Sadist Nation,56.03,9,metal,Heavy Metal
2003,Darkest Hour,Hidden Hands of a Sadist Nation,56.03,9,metal,Thrash
2003,Darkest Hour,Hidden Hands of a Sadist Nation,56.03,9,punk,Hardcore
2005,Darkest Hour,Undoing Ruin,37.81,11,metal,Metalcore
2005,Darkest Hour,Undoing Ruin,37.81,11,punk,Hardcore
2007,Darkest Hour,Deliver Us,39.65,11,metal,Death Metal
2007,Darkest Hour,Deliver Us,39.65,11,metal,Metalcore
2009,Darkest Hour,The Eternal Return,34.88,10,metal,Thrash
2009,Darkest Hour,The Eternal Return,34.88,10,punk,Hardcore
2010,Darwin Deez,Darwin Deez,32.78,10,indie,Indie Rock
2001,Darwin's Waiting Room,Orphan,41.36,11,metal,Hard Rock
2000,Dashboard Confessional,The Swiss Army Romance,39.42,11,indie,Emo
2001,Dashboard Confessional,The Places You Have Come To Fear The Most,29.78,10,indie,Alternative Rock
2001,Dashboard Confessional,The Places You Have Come To Fear The Most,29.78,10,indie,Emo
2001,Dashboard Confessional,The Places You Have Come To Fear The Most,29.78,10,indie,Indie Rock
2009,Dashboard Confessional,Alter The Ending,42.68,12,indie,Alternative Rock
2009,Dashboard Confessional,Alter The Ending,42.68,12,indie,Indie Rock
2009,Dashboard Confessional,Alter The Ending,42.68,12,indie,Pop Rock
2006,Daughters,Hell Songs,23.2,10,punk,Hardcore
2006,Daughtry,Daughtry,43.33,12,indie,Alternative Rock
2009,Daughtry,Leave This Town,46.9,12,indie,Pop Rock
2009,Daughtry,Leave This Town,46.9,12,metal,Hard Rock
2007,Dave Gahan,Hourglass,48.55,10,indie,Pop Rock
1994,Dave Matthews Band,Under The Table And Dreaming,62.87,13,indie,Alternative Rock
1994,Dave Matthews Band,Under The Table And Dreaming,62.87,13,indie,Pop Rock
1996,Dave Matthews Band,Crash,68.87,12,indie,Alternative Rock
1996,Dave Matthews Band,Crash,68.87,12,indie,Pop Rock
2001,Dave Matthews Band,Everyday,50.85,12,indie,Alternative Rock
2001,Dave Matthews Band,Everyday,50.85,12,indie,Pop Rock
2002,Dave Matthews Band,Busted Stuff,54.48,11,indie,Alternative Rock
2002,Dave Matthews Band,Busted Stuff,54.48,11,indie,Pop Rock
2005,Dave Matthews Band,Stand Up,56.22,14,indie,Alternative Rock
2005,Dave Matthews Band,Stand Up,56.22,14,indie,Pop Rock
2009,Dave Matthews Band,Big Whiskey and the GrooGrux King,54.47,13,indie,Alternative Rock
2009,Dave Matthews Band,Big Whiskey and the GrooGrux King,54.47,13,indie,Pop Rock
2008,Davenport Cabinet,Nostalgia In Stereo,34.47,11,indie,Alternative Rock
1972,David Ackles,American Gothic,43.22,11,roots,Folk Rock
1968,David Axelrod,Song of Innocence,26.58,7,classic,Psychedelic Rock
2009,David Bazan,Curse Your Branches,38.78,10,roots,Folk Rock
1967,David Bowie,David Bowie,38.32,14,indie,Pop Rock
1969,David Bowie,Space Oddity,45.3,10,classic,Psychedelic Rock
1969,David Bowie,Space Oddity,45.3,10,classic,Space Rock
1969,David Bowie,Space Oddity,45.3,10,roots,Country Rock
1969,David Bowie,Space Oddity,45.3,10,roots,Folk Rock
1970,David Bowie,The Man Who Sold the World,40.65,9,metal,Hard Rock
1972,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,38.48,11,classic,Classic Rock
1974,David Bowie,Diamond Dogs,37.17,11,classic,Classic Rock
1974,David Bowie,Diamond Dogs,37.17,11,roots,Rock & Roll
1975,David Bowie,Young Americans,40.1,8,indie,Pop Rock
1976,David Bowie,Station to Station,38.4,6,classic,Art Rock
1976,David Bowie,Station to Station,38.4,6,indie,Pop Rock
1979,David Bowie,Lodger,34.63,10,classic,Art Rock
1983,David Bowie,Let's Dance,39.68,8,indie,New Wave
1983,David Bowie,Let's Dance,39.68,8,indie,Pop Rock
1984,David Bowie,Tonight,35.33,9,classic,Art Rock
1984,David Bowie,Tonight,35.33,9,indie,Pop Rock
1987,David Bowie,Never Let Me Down,52.58,11,indie,Pop Rock
1987,David Bowie,Never Let Me Down,52.58,11,metal,Hard Rock
1993,David Bowie,Black Tie White Noise,65.9,15,classic,Classic Rock
1993,David Bowie,The Buddha of Suburbia,55.43,10,classic,Art Rock
1993,David Bowie,The Buddha of Suburbia,55.43,10,indie,Pop Rock
1997,David Bowie,Earthling,49.0,9,classic,Art Rock
1997,David Bowie,Earthling,49.0,9,indie,Pop Rock
2002,David Bowie,Heathen,51.62,12,classic,Art Rock
2002,David Bowie,Heathen,51.62,12,indie,Pop Rock
2003,David Bowie,Reality,59.63,14,classic,Art Rock
1989,David Byrne,Rei Momo,63.62,15,indie,Pop Rock
2001,David Byrne,Look into the Eyeball,38.77,12,classic,Art Rock
2004,David Byrne,Grown Backwards,57.78,15,classic,Art Rock
2004,David Byrne,Grown Backwards,57.78,15,indie,Indie Rock
2008,David Cook,David Cook,60.4,16,indie,Alternative Rock
2008,David Cook,David Cook,60.4,16,indie,Pop Rock
2008,David Cook,David Cook,60.4,16,roots,Soft Rock
1971,David Crosby,If I Could Only Remember My Name,37.05,9,roots,Country Rock
1971,David Crosby,If I Could Only Remember My Name,37.05,9,roots,Folk Rock
1978,David Gilmour,David Gilmour,44.75,9,classic,Art Rock
1984,David Gilmour,About Face,46.23,10,classic,Art Rock
2006,David Gilmour,On An Island,51.6,10,classic,Art Rock
2006,David Gilmour,On An Island,51.6,10,classic,Prog Rock
1998,David Gray,White Ladder,48.18,10,indie,Indie Rock
2002,David Gray,A New Day At Midnight,50.52,12,indie,Alternative Rock
2002,David Gray,A New Day At Midnight,50.52,12,indie,Pop Rock
2005,David Gray,Life In Slow Motion,44.97,10,roots,Soft Rock
1985,David Hasselhoff,Night Rocker,36.87,10,indie,Pop Rock
1986,David Lee Roth,Eat 'Em And Smile,30.65,10,metal,Hard Rock
1988,David Lee Roth,Skyscraper,41.2,10,metal,Hard Rock
1991,David Lee Roth,A Little Ain't Enough,53.15,12,metal,Hard Rock
1994,David Lee Roth,Your Filthy Little Mouth,55.92,14,metal,Hard Rock
1994,David Lee Roth,Your Filthy Little Mouth,55.92,14,roots,Blues Rock
2003,David Lee Roth,Diamond Dave,45.89,14,classic,Classic Rock
2003,David Lee Roth,Diamond Dave,45.89,14,metal,Hard Rock
1984,David Sylvian,Brilliant Trees,39.3,7,classic,Art Rock
1986,David Sylvian,Gone to Earth,80.37,17,classic,Art Rock
1987,David Sylvian,Secrets of the Beehive,36.17,9,classic,Art Rock
1987,David Sylvian,Secrets of the Beehive,36.17,9,indie,Alternative Rock
2005,David Thomas Broughton,The Complete Guide to Insufficiency,39.1,5,roots,Folk Rock
2009,Dawes,North Hills,55.03,11,indie,Indie Rock
2010,Dawn Of Ashes,Genocide Chapters,43.5,11,metal,Black Metal
2007,Dax Riggs,We Sing of Only Blood or Love,35.1,15,roots,Blues Rock
2010,Dax Riggs,Say Goodnight To The World,35.55,10,indie,Alternative Rock
2010,Dax Riggs,Say Goodnight To The World,35.55,10,roots,Blues Rock
2006,Day of Fire,Cut and Move,32.47,10,indie,Alternative Rock
2006,Day of Fire,Cut and Move,32.47,10,metal,Hard Rock
2002,Daylight Dies,No Reply,61.22,9,metal,Doom Metal
2006,Daylight Dies,Dismantling Devotion,53.1,8,metal,Death Metal
2006,Daylight Dies,Dismantling Devotion,53.1,8,metal,Doom Metal
2008,Daylight Dies,Lost To The Living,51.57,9,metal,Death Metal
2008,Daylight Dies,Lost To The Living,51.57,9,metal,Doom Metal
2005,Days Away,Mapping An Invisible World,41.9,11,indie,Indie Rock
2005,Days Away,Mapping An Invisible World,41.9,11,indie,Pop Rock
1999,Days of the New,Days of the New,62.25,14,indie,Alternative Rock
1999,Days of the New,Days of the New,62.25,14,punk,Grunge
1995,Dc Talk,Jesus Freak,57.93,13,indie,Alternative Rock
1997,Dc Talk,Welcome to the Freak Show,78.35,16,indie,Pop Rock
1998,Dc Talk,Supernatural,56.73,14,indie,Pop Rock
2004,DeVotchKa,How It Ends,57.03,14,indie,Indie Rock
2008,DeVotchKa,A Mad and Faithful Telling,42.25,10,indie,Indie Rock
