year,artist,title,rating,votes,album_length,tracks,avg_song_length,subgenre,style,country,city,state,state_pop
1970,Atomic Rooster,Death Walks Behind You,3.89,136,53.11,8,6.64,metal,Hard Rock,United Kingdom,London,London,8855333
1973,Atomic Rooster,Nice 'N' Greasy,2.95,20,40.72,8,5.09,classic,Prog Rock,United Kingdom,London,London,8855333
1970,Atomic Rooster,Atomic Roooster,3.6,55,40.23,8,5.03,classic,Prog Rock,United Kingdom,London,London,8855333
1970,Atomic Rooster,Death Walks Behind You,3.89,136,53.11,8,6.64,classic,Prog Rock,United Kingdom,London,London,8855333
1981,Au Pairs,Playing With A Different Sex,4.0,43,59.47,10,5.95,indie,New Wave,United Kingdom,Birmingham,West Midlands (England),6021653
1981,Au Pairs,Playing With A Different Sex,4.0,43,59.47,10,5.95,punk,Post-Punk,United Kingdom,Birmingham,West Midlands (England),6021653
2008,Azriel,A Will Of Fire,3.48,21,35.98,9,4.0,punk,Hardcore,United Kingdom,Glasgow,Scotland,2683040
1983,Aztec Camera,"High Land, Hard Rain",3.75,71,36.22,10,3.62,indie,Alternative Rock,United Kingdom,East Kilbride,Scotland,2683040
1983,Aztec Camera,"High Land, Hard Rain",3.75,71,36.22,10,3.62,indie,New Wave,United Kingdom,East Kilbride,Scotland,2683040
1972,Babe Ruth,First Base,3.66,25,41.6,7,5.94,classic,Classic Rock,United Kingdom,Hatfield,East,6398497
1972,Babe Ruth,First Base,3.66,25,41.6,7,5.94,classic,Prog Rock,United Kingdom,Hatfield,East,6398497
1996,Babylon Zoo,The Boy With The X-Ray Eyes,3.22,32,54.7,11,4.97,punk,Grunge,United Kingdom,Wolverhampton,West Midlands (England),6021653
1996,Babylon Zoo,The Boy With The X-Ray Eyes,3.22,32,54.7,11,4.97,indie,Alternative Rock,United Kingdom,Wolverhampton,West Midlands (England),6021653
1996,Babylon Zoo,The Boy With The X-Ray Eyes,3.22,32,54.7,11,4.97,classic,Space Rock,United Kingdom,Wolverhampton,West Midlands (England),6021653
2005,Babyshambles,Down In Albion,3.16,128,63.6,16,3.98,indie,Indie Rock,United Kingdom,London,London,8855333
2007,Babyshambles,Shotter's Nation,3.32,108,43.2,12,3.6,indie,Indie Rock,United Kingdom,London,London,8855333
1986,Bad Company,Fame and Fortune,2.36,21,38.8,10,3.88,metal,Hard Rock,United Kingdom,London,London,8855333
1995,Bad Company,Company Of Strangers,2.6,20,50.92,13,3.92,classic,Classic Rock,United Kingdom,London,London,8855333
1992,Bad Company,Here Comes Trouble,2.77,28,52.55,11,4.78,metal,Hard Rock,United Kingdom,London,London,8855333
1990,Bad Company,Holy Water,2.95,37,53.45,13,4.11,roots,Blues Rock,United Kingdom,London,London,8855333
1995,Bad Company,Company Of Strangers,2.6,20,50.92,13,3.92,roots,Blues Rock,United Kingdom,London,London,8855333
1990,Bad Company,Holy Water,2.95,37,53.45,13,4.11,metal,Hard Rock,United Kingdom,London,London,8855333
1988,Bad Company,Dangerous Age,2.8,22,39.98,10,4.0,classic,Classic Rock,United Kingdom,London,London,8855333
1986,Bad Company,Fame and Fortune,2.36,21,38.8,10,3.88,classic,Classic Rock,United Kingdom,London,London,8855333
1975,Bad Company,Straight Shooter,3.69,119,38.28,8,4.78,roots,Blues Rock,United Kingdom,London,London,8855333
1979,Bad Company,Desolation Angels,3.22,47,40.72,10,4.07,metal,Hard Rock,United Kingdom,London,London,8855333
1979,Bad Company,Desolation Angels,3.22,47,40.72,10,4.07,classic,Classic Rock,United Kingdom,London,London,8855333
1977,Bad Company,Burnin' Sky,3.14,47,43.62,12,3.64,metal,Hard Rock,United Kingdom,London,London,8855333
1976,Bad Company,Run With The Pack,3.44,67,36.23,10,3.62,metal,Hard Rock,United Kingdom,London,London,8855333
1975,Bad Company,Straight Shooter,3.69,119,38.28,8,4.78,metal,Hard Rock,United Kingdom,London,London,8855333
1974,Bad Company,Bad Company,3.87,267,34.6,8,4.32,roots,Blues Rock,United Kingdom,London,London,8855333
1974,Bad Company,Bad Company,3.87,267,34.6,8,4.32,metal,Hard Rock,United Kingdom,London,London,8855333
1982,Bad Company,Rough Diamonds,2.73,33,38.15,10,3.82,classic,Classic Rock,United Kingdom,London,London,8855333
1970,Badfinger,Magic Christian Music,3.33,21,41.97,14,3.0,indie,Pop Rock,United Kingdom,Swansea,Wales,3131640
1971,Badfinger,Straight Up,3.79,56,42.17,12,3.51,indie,Pop Rock,United Kingdom,Swansea,Wales,3131640
2006,Badly Drawn Boy,Born In The U.K.,2.77,24,53.03,13,4.08,indie,Indie Rock,United Kingdom,Bolton,North West (England),7516113
2002,Badly Drawn Boy,Have You Fed The Fish?,3.57,45,50.58,15,3.37,indie,Indie Rock,United Kingdom,Bolton,North West (England),7516113
2002,Badly Drawn Boy,Have You Fed The Fish?,3.57,45,50.58,15,3.37,indie,Alternative Rock,United Kingdom,Bolton,North West (England),7516113
2004,Badly Drawn Boy,One Plus One is One,3.28,39,55.28,14,3.95,indie,Indie Rock,United Kingdom,Bolton,North West (England),7516113
2002,Badly Drawn Boy,About A Boy,3.38,40,44.37,16,2.77,indie,Pop Rock,United Kingdom,Bolton,North West (England),7516113
2000,Badly Drawn Boy,The Hour Of Bewilderbeast,3.73,104,63.42,18,3.52,roots,Folk Rock,United Kingdom,Bolton,North West (England),7516113
2002,Badly Drawn Boy,About A Boy,3.38,40,44.37,16,2.77,roots,Folk Rock,United Kingdom,Bolton,North West (England),7516113
1995,Bal-Sagoth,A Black Moon Broods Over Lemuria,3.57,54,55.05,9,6.12,metal,Black Metal,United Kingdom,Sheffield,Yorkshire and The Humber,5541262
1998,Bal-Sagoth,Battle Magic,3.6,70,49.9,10,4.99,metal,Black Metal,United Kingdom,Sheffield,Yorkshire and The Humber,5541262
1999,Bal-Sagoth,The Power Cosmic,3.91,76,40.45,8,5.06,metal,Black Metal,United Kingdom,Sheffield,Yorkshire and The Humber,5541262
2001,Bal-Sagoth,Atlantis Ascendant,3.65,55,48.88,10,4.89,metal,Black Metal,United Kingdom,Sheffield,Yorkshire and The Humber,5541262
2006,Bal-Sagoth,The Chthonic Chronicles,3.44,56,60.52,12,5.04,metal,Black Metal,United Kingdom,Sheffield,Yorkshire and The Humber,5541262
2009,Band of Skulls,Baby Darling Doll Face Honey,3.68,108,47.93,12,3.99,indie,Alternative Rock,United Kingdom,Southampton,South East (England),9379833
1971,Barclay James Harvest,Once Again,3.77,22,40.24,8,5.03,classic,Prog Rock,United Kingdom,Oldham,North West (England),7516113
1971,Barclay James Harvest,Once Again,3.77,22,40.24,8,5.03,classic,Symphonic Rock,United Kingdom,Oldham,North West (England),7516113
1974,Barclay James Harvest,Everyone Is Everybody Else,3.74,23,61.44,9,6.83,classic,Art Rock,United Kingdom,Oldham,North West (England),7516113
1974,Barclay James Harvest,Everyone Is Everybody Else,3.74,23,61.44,9,6.83,classic,Prog Rock,United Kingdom,Oldham,North West (England),7516113
1977,Barclay James Harvest,Gone To Earth,3.59,22,39.85,9,4.43,classic,Prog Rock,United Kingdom,Oldham,North West (England),7516113
1977,Barclay James Harvest,Gone To Earth,3.59,22,39.85,9,4.43,classic,Symphonic Rock,United Kingdom,Oldham,North West (England),7516113
1994,Bark Psychosis,Hex,4.17,546,51.23,7,7.32,indie,Post Rock,United Kingdom,London,London,8855333
2004,Bark Psychosis,Codename: Dustsucker,4.07,249,50.38,9,5.6,indie,Post Rock,United Kingdom,London,London,8855333
2004,Basilisk,A Joyless March Through The Cold-Lands,3.31,26,27.47,7,3.92,metal,Black Metal,United Kingdom,Bristol,South West (England),5764881
2006,Bat For Lashes,Fur and Gold,3.76,233,45.25,11,4.11,indie,Indie Rock,United Kingdom,London,London,8855333
2009,Bat For Lashes,Two Suns,3.79,418,45.13,11,4.1,classic,Art Rock,United Kingdom,London,London,8855333
2009,Bat For Lashes,Two Suns,3.79,418,45.13,11,4.1,indie,Indie Rock,United Kingdom,London,London,8855333
1980,Bauhaus,In The Flat Field,4.14,573,37.55,9,4.17,indie,New Wave,United Kingdom,Northampton,East Midlands (England),4934939
1980,Bauhaus,In The Flat Field,4.14,573,37.55,9,4.17,punk,Post-Punk,United Kingdom,Northampton,East Midlands (England),4934939
1982,Bauhaus,Press The Eject And Give Me The Tape,4.2,20,55.95,14,4.0,punk,Post-Punk,United Kingdom,Northampton,East Midlands (England),4934939
2008,Bauhaus,Go Away White,3.02,105,48.97,10,4.9,indie,Alternative Rock,United Kingdom,Northampton,East Midlands (England),4934939
2003,Beecher,Breaking the Fourth Wall,4.07,96,46.43,11,4.22,punk,Hardcore,United Kingdom,Manchester,North West (England),7516113
2005,Beecher,"This Elegy, His Autopsy",3.97,66,41.08,13,3.16,punk,Hardcore,United Kingdom,Manchester,North West (England),7516113
2010,Belle and Sebastian,Write About Love,3.23,199,43.38,11,3.94,indie,Indie Rock,United Kingdom,Glasgow,Scotland,2683040
2003,Belle and Sebastian,Dear Catastrophe Waitress,3.82,358,48.32,12,4.03,indie,Indie Rock,United Kingdom,Glasgow,Scotland,2683040
2002,Belle and Sebastian,Storytelling,2.75,73,34.87,18,1.94,indie,Indie Rock,United Kingdom,Glasgow,Scotland,2683040
2002,Belle and Sebastian,Storytelling,2.75,73,34.87,18,1.94,indie,Alternative Rock,United Kingdom,Glasgow,Scotland,2683040
2006,Belle and Sebastian,The Life Pursuit,3.81,358,49.22,13,3.79,indie,Indie Rock,United Kingdom,Glasgow,Scotland,2683040
1998,Belle and Sebastian,The Boy With the Arab Strap,3.86,430,45.55,12,3.8,indie,Indie Rock,United Kingdom,Glasgow,Scotland,2683040
1996,Belle and Sebastian,Tigermilk,4.03,418,41.45,10,4.15,indie,Indie Rock,United Kingdom,Glasgow,Scotland,2683040
1996,Belle and Sebastian,If You're Feeling Sinister,4.21,853,41.28,10,4.13,indie,Indie Rock,United Kingdom,Glasgow,Scotland,2683040
2000,Belle and Sebastian,"Fold Your Hands Child, You Walk Like A Peasant",3.25,160,40.77,11,3.71,indie,Indie Rock,United Kingdom,Glasgow,Scotland,2683040
2008,Benediction,Killing Music,3.61,50,54.19,15,3.61,punk,Punk,United Kingdom,Birmingham,West Midlands (England),6021653
2008,Benediction,Killing Music,3.61,50,54.19,15,3.61,metal,Thrash,United Kingdom,Birmingham,West Midlands (England),6021653
2008,Benediction,Killing Music,3.61,50,54.19,15,3.61,metal,Death Metal,United Kingdom,Birmingham,West Midlands (England),6021653
1998,Benediction,Grind Bastard,3.28,60,61.73,14,4.41,metal,Death Metal,United Kingdom,Birmingham,West Midlands (England),6021653
2001,Benediction,Organised Chaos,2.56,43,53.9,12,4.49,metal,Death Metal,United Kingdom,Birmingham,West Midlands (England),6021653
1993,Benediction,Transcend the Rubicon,3.87,196,47.33,11,4.3,metal,Death Metal,United Kingdom,Birmingham,West Midlands (England),6021653
1991,Benediction,The Grand Leveller,3.8,117,44.62,10,4.46,metal,Death Metal,United Kingdom,Birmingham,West Midlands (England),6021653
1990,Benediction,Subconscious Terror,3.48,96,37.65,10,3.76,metal,Death Metal,United Kingdom,Birmingham,West Midlands (England),6021653
1995,Benediction,The Dreams You Dread,2.93,53,45.52,11,4.14,metal,Death Metal,United Kingdom,Birmingham,West Midlands (England),6021653
2002,Beth Orton,Daybreaker,3.64,20,51.22,10,5.12,roots,Soft Rock,United Kingdom,Norwich,East,6398497
1996,Beth Orton,Trailer Park,3.85,38,59.55,10,5.96,roots,Folk Rock,United Kingdom,Norwich,East,6398497
1996,Beth Orton,Trailer Park,3.85,38,59.55,10,5.96,roots,Soft Rock,United Kingdom,Norwich,East,6398497
1999,Beth Orton,Central Reservation,3.72,51,58.83,12,4.9,roots,Folk Rock,United Kingdom,Norwich,East,6398497
1999,Beth Orton,Central Reservation,3.72,51,58.83,12,4.9,roots,Soft Rock,United Kingdom,Norwich,East,6398497
2002,Beth Orton,Daybreaker,3.64,20,51.22,10,5.12,roots,Folk Rock,United Kingdom,Norwich,East,6398497
2009,Bibio,Vignetting The Compost,3.59,22,64.95,16,4.06,roots,Folk Rock,United Kingdom,Wolverhampton,West Midlands (England),6021653
2005,Bibio,fi,3.33,24,48.9,17,2.88,roots,Folk Rock,United Kingdom,Wolverhampton,West Midlands (England),6021653
2009,Bibio,Ambivalence Avenue,3.72,172,42.96,12,3.58,roots,Folk Rock,United Kingdom,Wolverhampton,West Midlands (England),6021653
2009,Biffy Clyro,Only Revolutions,3.6,648,42.8,12,3.57,indie,Alternative Rock,United Kingdom,Kilmarnock,Scotland,2683040
2009,Biffy Clyro,Only Revolutions,3.6,648,42.8,12,3.57,indie,Indie Rock,United Kingdom,Kilmarnock,Scotland,2683040
2007,Biffy Clyro,Puzzle,3.8,600,52.35,21,2.49,punk,Post-Hardcore,United Kingdom,Kilmarnock,Scotland,2683040
2007,Biffy Clyro,Puzzle,3.8,600,52.35,21,2.49,indie,Emo,United Kingdom,Kilmarnock,Scotland,2683040
2007,Biffy Clyro,Puzzle,3.8,600,52.35,21,2.49,indie,Alternative Rock,United Kingdom,Kilmarnock,Scotland,2683040
2004,Biffy Clyro,Infinity Land,3.88,404,71.57,15,4.77,punk,Post-Hardcore,United Kingdom,Kilmarnock,Scotland,2683040
2004,Biffy Clyro,Infinity Land,3.88,404,71.57,15,4.77,indie,Indie Rock,United Kingdom,Kilmarnock,Scotland,2683040
2004,Biffy Clyro,Infinity Land,3.88,404,71.57,15,4.77,indie,Emo,United Kingdom,Kilmarnock,Scotland,2683040
2007,Biffy Clyro,Puzzle,3.8,600,52.35,21,2.49,indie,Indie Rock,United Kingdom,Kilmarnock,Scotland,2683040
2003,Biffy Clyro,The Vertigo of Bliss,3.98,397,62.07,15,4.14,punk,Post-Hardcore,United Kingdom,Kilmarnock,Scotland,2683040
2003,Biffy Clyro,The Vertigo of Bliss,3.98,397,62.07,15,4.14,indie,Indie Rock,United Kingdom,Kilmarnock,Scotland,2683040
2003,Biffy Clyro,The Vertigo of Bliss,3.98,397,62.07,15,4.14,indie,Emo,United Kingdom,Kilmarnock,Scotland,2683040
2003,Biffy Clyro,The Vertigo of Bliss,3.98,397,62.07,15,4.14,indie,Alternative Rock,United Kingdom,Kilmarnock,Scotland,2683040
2004,Biffy Clyro,Infinity Land,3.88,404,71.57,15,4.77,indie,Alternative Rock,United Kingdom,Kilmarnock,Scotland,2683040
2002,Biffy Clyro,Blackened Sky,3.9,376,49.15,12,4.1,punk,Post-Hardcore,United Kingdom,Kilmarnock,Scotland,2683040
2002,Biffy Clyro,Blackened Sky,3.9,376,49.15,12,4.1,indie,Emo,United Kingdom,Kilmarnock,Scotland,2683040
2002,Biffy Clyro,Blackened Sky,3.9,376,49.15,12,4.1,indie,Alternative Rock,United Kingdom,Kilmarnock,Scotland,2683040
2009,Big Big Train,The Underfall Yard,4.07,60,60.63,6,10.1,classic,Prog Rock,United Kingdom,Bournemouth,South West (England),5764881
2007,Big Big Train,The Difference Machine,3.36,21,54.83,7,7.83,classic,Prog Rock,United Kingdom,Bournemouth,South West (England),5764881
1983,Big Country,The Crossing,3.94,53,48.93,10,4.89,indie,Alternative Rock,United Kingdom,Dunfermline,Scotland,2683040
1983,Big Country,The Crossing,3.94,53,48.93,10,4.89,indie,Pop Rock,United Kingdom,Dunfermline,Scotland,2683040
1971,Bill Fay,Time of the Last Persecution,4.09,33,39.27,14,2.8,roots,Folk Rock,United Kingdom,London,London,8855333
1984,Billy Bragg,Brewing Up With Billy Bragg,4.07,23,34.48,11,3.13,roots,Folk Rock,United Kingdom,Barking,London,8855333
1986,Billy Bragg,Talking With the Taxman About Poetry,3.84,46,38.22,12,3.18,indie,Indie Rock,United Kingdom,Barking,London,8855333
1986,Billy Bragg,Talking With the Taxman About Poetry,3.84,46,38.22,12,3.18,roots,Folk Rock,United Kingdom,Barking,London,8855333
1991,Billy Bragg,Don't Try This at Home,3.52,20,56.62,16,3.54,indie,Indie Rock,United Kingdom,Barking,London,8855333
1993,Billy Idol,Cyberpunk,2.44,53,67.38,13,5.18,indie,Pop Rock,United Kingdom,Stanmore,London,8855333
1993,Billy Idol,Cyberpunk,2.44,53,67.38,13,5.18,punk,Punk,United Kingdom,Stanmore,London,8855333
1990,Billy Idol,Charmed Life,2.82,34,53.03,11,4.82,roots,Rock & Roll,United Kingdom,Stanmore,London,8855333
2005,Billy Idol,Devil's Playground,2.99,50,54.35,13,4.18,metal,Hard Rock,United Kingdom,Stanmore,London,8855333
2005,Billy Idol,Devil's Playground,2.99,50,54.35,13,4.18,indie,Pop Rock,United Kingdom,Stanmore,London,8855333
1990,Billy Idol,Charmed Life,2.82,34,53.03,11,4.82,metal,Hard Rock,United Kingdom,Stanmore,London,8855333
1990,Billy Idol,Charmed Life,2.82,34,53.03,11,4.82,indie,Pop Rock,United Kingdom,Stanmore,London,8855333
1986,Billy Idol,Whiplash Smile,3.19,62,45.48,10,4.55,metal,Hard Rock,United Kingdom,Stanmore,London,8855333
1986,Billy Idol,Whiplash Smile,3.19,62,45.48,10,4.55,indie,Pop Rock,United Kingdom,Stanmore,London,8855333
1986,Billy Idol,Whiplash Smile,3.19,62,45.48,10,4.55,indie,New Wave,United Kingdom,Stanmore,London,8855333
1983,Billy Idol,Rebel Yell,3.83,178,38.25,9,4.25,indie,Pop Rock,United Kingdom,Stanmore,London,8855333
1982,Billy Idol,Billy Idol,3.6,109,39.85,10,3.99,indie,Pop Rock,United Kingdom,Stanmore,London,8855333
2007,Biomechanical,Cannibalised,2.67,35,48.17,15,3.21,metal,Heavy Metal,United Kingdom,London,London,8855333
2005,Biomechanical,The Empires of the Worlds,3.71,41,54.07,14,3.86,metal,Thrash,United Kingdom,London,London,8855333
2007,Biomechanical,Cannibalised,2.67,35,48.17,15,3.21,metal,Thrash,United Kingdom,London,London,8855333
2005,Biomechanical,The Empires of the Worlds,3.71,41,54.07,14,3.86,metal,Heavy Metal,United Kingdom,London,London,8855333
2005,Biomechanical,The Empires of the Worlds,3.71,41,54.07,14,3.86,metal,Speed Metal,United Kingdom,London,London,8855333
1995,Black Grape,It's Great When You're Straight...Yeah,3.69,36,46.42,10,4.64,indie,Pop Rock,United Kingdom,Salford,North West (England),7516113
1987,Black Sabbath,The Eternal Idol,3.04,612,43.14,9,4.79,metal,Heavy Metal,United Kingdom,Birmingham,West Midlands (England),6021653
1981,Black Sabbath,Mob Rules,3.9,1434,40.4,9,4.49,metal,Hard Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1981,Black Sabbath,Mob Rules,3.9,1434,40.4,9,4.49,metal,Heavy Metal,United Kingdom,Birmingham,West Midlands (England),6021653
1983,Black Sabbath,Born Again,2.74,976,41.1,9,4.57,metal,Heavy Metal,United Kingdom,Birmingham,West Midlands (England),6021653
1986,Black Sabbath,Seventh Star,2.57,652,35.0,9,3.89,metal,Hard Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1986,Black Sabbath,Seventh Star,2.57,652,35.0,9,3.89,metal,Heavy Metal,United Kingdom,Birmingham,West Midlands (England),6021653
1987,Black Sabbath,The Eternal Idol,3.04,612,43.14,9,4.79,metal,Hard Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1989,Black Sabbath,Headless Cross,3.27,713,40.22,8,5.03,metal,Hard Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1994,Black Sabbath,Cross Purposes,2.87,554,47.5,10,4.75,metal,Hard Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1990,Black Sabbath,Tyr,2.95,626,39.17,9,4.35,metal,Hard Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1990,Black Sabbath,Tyr,2.95,626,39.17,9,4.35,metal,Heavy Metal,United Kingdom,Birmingham,West Midlands (England),6021653
1992,Black Sabbath,Dehumanizer,3.57,959,51.58,10,5.16,metal,Hard Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1992,Black Sabbath,Dehumanizer,3.57,959,51.58,10,5.16,metal,Heavy Metal,United Kingdom,Birmingham,West Midlands (England),6021653
1980,Black Sabbath,Heaven And Hell,4.31,2403,39.68,8,4.96,metal,Hard Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1994,Black Sabbath,Cross Purposes,2.87,554,47.5,10,4.75,metal,Heavy Metal,United Kingdom,Birmingham,West Midlands (England),6021653
1995,Black Sabbath,Forbidden,1.79,736,44.27,10,4.43,metal,Hard Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1995,Black Sabbath,Forbidden,1.79,736,44.27,10,4.43,metal,Heavy Metal,United Kingdom,Birmingham,West Midlands (England),6021653
1989,Black Sabbath,Headless Cross,3.27,713,40.22,8,5.03,metal,Heavy Metal,United Kingdom,Birmingham,West Midlands (England),6021653
1978,Black Sabbath,Never Say Die!,2.75,1103,45.55,9,5.06,metal,Heavy Metal,United Kingdom,Birmingham,West Midlands (England),6021653
1980,Black Sabbath,Heaven And Hell,4.31,2403,39.68,8,4.96,metal,Heavy Metal,United Kingdom,Birmingham,West Midlands (England),6021653
1978,Black Sabbath,Never Say Die!,2.75,1103,45.55,9,5.06,classic,Prog Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1970,Black Sabbath,Black Sabbath,4.38,3904,38.28,7,5.47,metal,Doom Metal,United Kingdom,Birmingham,West Midlands (England),6021653
1978,Black Sabbath,Never Say Die!,2.75,1103,45.55,9,5.06,metal,Hard Rock,United Kingdom,Birmingham,West Midlands (England),6021653
